Hospital NPI,Hospital Name,Hospital Street Address,Hospital City,Hospital State,Hospital Postal Code
1790991065,WHITE RIVER MEDICAL CENTER,1710 HARRISON ST,BATESVILLE,AR,725017303
1427264795,PEND OREILLE COUNTY PUBLIC HOSPITAL DISTRICT NO 1,714 W PINE ST,NEWPORT,WA,991569046
1457567380,DARDANELLE COMMUNITY HOSPITAL LLC,200 NORTH THIRD STREET,DARDANELLE,AR,72834
1033325378,"ST. JOSEPH HEALTH NORTHERN CALIFORNIA, LLC",1000 TRANCAS ST,NAPA,CA,94558
1881800027,"KENNEDY KRIEGER CHILDREN'S HOSPITAL, INC.",707 N. BROADWAY,BALTIMORE,MD,21205
1588870760,LAKSHMIKANTHA KUMBLA MD,29 L V STABLER DR,GREENVILLE,AL,360373850
1144436429,BEAVER VALLEY HOSPITAL,1109 N 100 W,BEAVER,UT,847131670
1538375522,SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVE,BENSON,MN,562151653
1255547196,FS PATRIOT LLC,250 POND ST,BRAINTREE,MA,021845351
1265648018,VA HOSPITAL LOMA LINDA,VA HOSPITAL LOMA LINDA,LOMA LINDA,CA,923570001
1841406667,COX WALNUT LAWN PHARMACY,1000 E WALNUT LAWN ST,SPRINGFIELD,MO,658077313
1740496488,ST. JOHN MACOMB HOSPITAL,11800 E 12 MILE RD,WARREN,MI,480933472
1659587392,ST. JOHN MACOMB HOSPITAL,11800 E 12 MILE RD,WARREN,MI,480933472
1700092459,"LAWRENCE AND MEMORIAL HOSPITAL, INC.",365 MONTAUK AVE,NEW LONDON,CT,063204700
1104032838,GARFIELD COUNTY MEMORIAL HOSPITAL RADIOLOGY,66 N 6TH ST,POMEROY,WA,993479705
1942416680,ST. JOHN DETROIT RIVERVIEW,7733 E JEFFERSON AVE,DETROIT,MI,482143707
1851507594,ST. JOHN DETROIT RIVERVIEW,7733 E JEFFERSON AVE,DETROIT,MI,482143707
1962619635,THE OHIO STATE UNIVERSITY MEDICAL CENTER,1654 UPHAM DR,COLUMBUS,OH,432101250
1083820799,CARRIER CLINIC INC,252 COUNTY ROAD 601,BELLE MEAD,NJ,085023923
1891901500,CLARENDON MEMORIAL HOSPITAL,10 HOSPITAL ST,MANNING,SC,291020550
1932315694,PARKVIEW HOSPITAL,2115 PARKVIEW DR,EL RENO,OK,730362109
1144436825,"OUTPATIENT BEHAVIORAL HEALTH, ST FRANCIS HOSPITAL CENTER",650 E SOUTHPORT RD,INDIANAPOLIS,IN,462278592
1346456043,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DR,LEBANON,NH,037662647
1245447994,SOUTHERN NH MEDICAL CENTER,8 PROSPECT ST,NASHUA,NH,030603925
1073720629,ANAHEIM GENERAL HOSPITAL,3500 W BALL RD,ANAHEIM,CA,928043606
1194931881,TRINITY HOSPITALS,831 S BROADWAY STE 102,MINOT,ND,587014636
1346456084,ST. JOHN DETROIT RIVERVIEW,7733 E JEFFERSON AVE,DETROIT,MI,482143707
1295941029,FARMACIA HOSPITAL DR. PILA,2431 AVE LAS AMERICAS,PONCE,PR,007172113
1518173350,ST. JOHN MACOMB HOSPITAL,11800 E 12 MILE RD,WARREN,MI,480933472
1255548699,STONY BROOK MEDICAL CENTER,T19 080 HEALTH SCIENCES CTR,STONY BROOK,NY,117940001
1033326681,MADHURI KAMATHAM,1441 FLORIDA AVE,MODESTO,CA,953504405
1558577346,SOUTHEASTERN PATHOLOGY ASSOCIATE,3011 HAMPTON AVE,BRUNSWICK,GA,315204264
1184830986,UNIVERSITY HOSPITALS,11100 EUCLID AVE,CLEVELAND,OH,441061716
1689880494,ERIE COUNTY MEDICAL CENTER CORPORATION,462 GRIDER ST,BUFFALO,NY,142153021
1497961205,ERIE COUNTY MEDICAL CENTER CORPORATION,462 GRIDER ST,BUFFALO,NY,142153021
1588870307,TRINITAS HOSPITAL,654 E JERSEY ST,ELIZABETH,NJ,072061261
1497961221,SETON MEDICAL CENTER,1900 SULLIVAN AVE,DALY CITY,CA,940152229
1003023482,WINDHAM COMMUNITY MEMORIAL HOSPITAL,123 QUARRY ST,WILLIMANTIC,CT,062261247
1346457959,ROANE MEDICAL CENTER,412 DEVONIA ST,HARRIMAN,TN,377482009
1346457033,WINNER REGIONAL HEALTHCARE CENTER,745 E 8TH ST,WINNER,SD,575802677
1326255027,TAYLOR HOSPITAL,175 E. CHESTER PIKE,RIDLEY PARK,PA,19078
1841407418,FORT YATES IHS HOSPITAL,N 10 RIVER ROAD,FORT YATES,ND,585380527
1144437732,FORT YATES IHS HOSPITAL,10 NORTH RIVER ROAD,FORT YATES,ND,585380527
1265649776,EXCELA HEALTH LATROBE HOSPITAL,212 W 2ND AVE,LATROBE,PA,156501069
1922215532,ROANE COUNTY MEDICAL CENTER,412 DEVONIA ST,HARRIMAN,TN,377482009
1861609208,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,606112908
1073720447,WINDHAM COMMUNITY MEMORIAL HOSPITAL,355 HIGH ST,WILLIMANTIC,CT,062261306
1942417399,STONY BROOK MEDICAL CENTER,T 19 HSC RM 080,STONY BROOK,NY,117948191
1548477516,TUFTS - NEW ENGLAND MEDICAL CENTER,1575 TREMONT STREET,BOSTON,MA,021201677
1457568420,"MERCY MEDICAL ASSOCIATES, LLC",900 SCIOTO ST,URBANA,OH,430782251
1104033307,COUNTY OF LOS ANGELES AUDITOR CONTROLLER,1000 W CARSON ST,TORRANCE,CA,905022004
1326255563,TULSA SPINE & SPECIALTY HOSPITAL PHARMACY,6901 S OLYMPIA AVE,TULSA,OK,741321843
1780891861,PALMETT HEALTH BAPTIST EASLEY,200 FLEETWOOD DR,EASLEY,SC,296402022
1770790867,PALMETTO HEALTH BAPTIST EASLEY,200 FLEETWOOD DR,EASLEY,SC,296402022
1689881773,PALMETTO HEALTH BAPTIST EASLEY,200 FLEETWOOD DR,EASLEY,SC,296402022
1447468277,VETERAN'S HOSPITAL,1226 SANDIA AVE,SUNNYVALE,CA,940892614
1649487778,BARNES JEWISH HOSPITAL,1 BARNES JEWISH HOSPITAL PLZ,SAINT LOUIS,MO,631101003
1851508089,PALMETTO HEALTH,"223 STONERIDGE DRIVE, SUITE B",COLUMBIA,SC,29210
1427265545,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,191281503
1013124098,TRINITY HOSPITALS,831 S BROADWAY STE 102,MINOT,ND,587014636
1518174879,GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,600107509
1508073701,TUFTS NEW ENGLAND MEDICAL CENTER,750 WASHINGTON ST,BOSTON,MA,021111526
1669689931,ALBERT EINSTEIN HEALTHCARE NETWORK,5501 OLD YORK RD,PHILADELPHIA,PA,191413018
1851508816,MONTFORT JONES MEMORIAL HOSPITAL,220 HIGHWAY 12 W,KOSCIUSKO,MS,390903208
1093922890,GOOD SAMIRTAN REGIONAL MEDICAL CENTER,3509 NW SAMARITAN DR,CORVALLIS,OR,973303766
1851509624,BARNES-JEWISH HOSPITAL,4950 CHILDRENS PL,SAINT LOUIS,MO,631101000
1043427206,"ALLIANCE HEALTHCARE SYSTEM, INC",1430 HIGHWAY 4 E,HOLLY SPRINGS,MS,386352140
1154538270,CSEMC,736 CAMBRIDGE STREET,BRIGHTON,MA,02135
1811104813,COUNTY OF LOS ANGELES AUDITOR CONTROLLER,1670 E 120TH ST,LOS ANGELES,CA,900593026
1154538346,PENINSULA HOSPITAL CENTER,5115 BEACH CHANNEL DR,FAR ROCKAWAY,NY,116911042
1942417142,THE SYLACAUGA HEALTH CARE AUTHORITY,315 W HICKORY ST,SYLACAUGA,AL,351502913
1225245434,ARNOT HEALTH,600 ROE AVE,ELMIRA,NY,149051629
1427265685,YALOBUSHA GENERAL HOSPITAL,630 S MAIN ST,WATER VALLEY,MS,389653468
1427265420,UNIVERSITY OF UTAH HEALTH CARE,30 N 1900 E,SALT LAKE CITY,UT,841322305
1306053483,UNIVERSITY HOSPITAL,150 BERGEN ST # D106,NEWARK,NJ,071032496
1457568594,"PHYSICIANS MEDICAL CENTER, LLC",1600 CARRAWAY BLVD,BIRMINGHAM,AL,35234
1528275591,SUNY DOWNSTATE MED CENTER,445 LENOX RD,BROOKLYN,NY,112032017
1497962310,"ARTURO Z. ABALOS,M.D., INC.",1004 14TH AVE,DELANO,CA,932152246
1821205840,HOSPITAL,605 AUSTIN DR,DESOTO,TX,751156605
1205043114,"RDR PHYSICAL THERAPY SERVICES, INC",100 S RAYMOND AVE,ALHAMBRA,CA,918013166
1508073347,CIWIRC ( CENTRAL ILLINOIS WORK INJURY RESOURCE CENTER ),736 SW WASHINGTON ST STE 2A,PEORIA,IL,616021643
1053529776,"ST. JOSEPH HEALTH NORTHERN CALIFORNIA, LLC",151 SOTOYOME ST,SANTA ROSA,CA,95405
1285842062,ZUCKER HILLSIDE HOSPITAL,7959 263RD ST,GLEN OAKS,NY,110041306
1164630893,"ST. LUKE'S METHODIST HOSPITAL, INC.",1201 3RD AVE SE,CEDAR RAPIDS,IA,524034009
1184832891,TYLER HEALTHCARE CENTER DBA TYLER HEALTHCARE PHARMACY,240 WILLOW ST.,TYLER,MN,56178
1467660118,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK RD,PHILADELPHIA,PA,191413018
1912115494,SMARTHEALTH BETHEL PARK OUTPATIENT CENTER,109 DRIFTWOOD DR,MONONGAHELA,PA,150631120
1700094471,EASTERN LA. MENTAL HEALTH SYS,23260 GREENWELL SPRINGS RD,GREENWELL SPRINGS,LA,707396031
1871701490,TUFTS-NEW ENGLAND MEDICAL CENTER,750 WASHINGTON ST # 197,BOSTON,MA,021111526
1164630778,BROOKDALE HOSPITAL MEDICAL CENTER,7 HEGEMAN AVE APT 5D,BROOKLYN,NY,112124753
1356559983,RTGMEDICAL,2186 BANEBERRY WAY W,CHANHASSEN,MN,55317
1285842856,MEDICAL COLLEGE OF GEORGIA,1423 HARPER ST,AUGUSTA,GA,309120021
1679781264,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BLVD,HUNTINGTON,WV,257013800
1013125616,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BLVD,HUNTINGTON,WV,257013800
1205044898,CABELL HUNTINGTON HOSPITAL INC,750 OAK ST,KENOVA,WV,255301517
1578771168,CLINTON MEMORIAL REGIONAL HEALTH SYSTEM,2241 ROMBACH AVE,WILMINGTON,OH,451771995
1811105190,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 S 11TH ST,PHILADELPHIA,PA,191074824
1306054127,"QUITMAN COUNTY HOSPITAL, LLC",340 GETWELL ST,MARKS,MS,386469785
1548478209,REDWOOD FALLS MUNICIPAL HOSPITAL,100 FALLWOOD RD,REDWOOD FALLS,MN,562831828
1356559991,"DALLAS LTACH, LLC",8050 MEADOW RD,DALLAS,TX,752313406
1982812103,LANCASTER REGIONAL MEDICAL CENTER,308 ASHFORD DR,LANCASTER,PA,176013518
1396953535,LEHIGH VALLY HOSPITAL,1210 S CEDAR CREST BLVD,ALLENTOWN,PA,181036229
1083823884,CROW NORTHERN CHEYENNE HOSPITAL,HIGHWAY 212 HOSPITAL ROAD,CROW AGENCY,MT,59022
1750599809,SINAI HOSPITAL,2401 W BELVEDERE AVE,BALTIMORE,MD,212155216
1649488511,TOURO INFIRMARY ANESTHESIA SERVICES,1401 FOUCHER ST,NEW ORLEANS,LA,701153515
1386852416,RIVERSIDE UNIVERSITY HEALTH SYSTEMS - MEDICAL CENTER,26520 CACTUS AVE,MORENO VALLEY,CA,925553927
1639387681,RADY CHILDREN'S HOSPITAL SAN DIEGO,3665 KEARNY VILLA RD,SAN DIEGO,CA,921231953
1558579557,LITTLE COMPANY OF MARY HOSPITAL & HEALTH CARE CENTERS,2800 W 95TH ST,EVERGREEN PARK,IL,608052701
1275742132,SAINT JOSEPH HOSPITAL,2900 N LAKE SHORE DR,CHICAGO,IL,606575640
1699984567,SAINT JOSEPH HOSPITAL,528 W WELLINGTON AVE,CHICAGO,IL,606575413
1952510786,JOHN STROGER COOK COUNTY HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,606123714
1699984492,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,944034364
1457569550,HAWAII RESIDENCY PROGRAMS INC.,1356 LUSITANA ST STE 510,HONOLULU,HI,968132421
1659589604,RADY CHILDREN'S HOSPITAL SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,921234223
1619185600,HARBOR HOSPITAL,3001 S HANOVER ST,BALTIMORE,MD,212251233
1841408739,GEISINGER BLOOMSBURG HOSPITAL,549 FAIR ST,BLOOMSBURG,PA,178151419
1568671337,"THREE OAKS BEHAVIORAL HEALTH OF RIDGELAND, LLC",408 FONTAINE PLACE,RIDGELAND,MS,39157
1720297377,JOHN W. BASS MD,2398 E CAMELBACK RD STE 980,PHOENIX,AZ,850169019
1114136900,"MAHONING VALLEY HOSPITAL, INC.",1350 E MARKET ST,WARREN,OH,444836608
1215146014,SAN MATEO MEDICAL CENTER,380 90TH ST,DALY CITY,CA,940151807
1831308709,EAST CAROLINA HEALTH-HERITAGE INC.,111 HOSPITAL DR,TARBORO,NC,278862011
1386853125,THE SYLACAUGA HEALTH CARE AUTHORITY,315 W HICKORY ST,SYLACAUGA,AL,351502913
1063620110,"PRENTISS REGIONAL HOSPITAL AND ECF, INC.",1102 ROSE ST,PRENTISS,MS,39474
1063620011,ALBERT EINSTEIN MEDICAL CENTER,2200 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,191303601
1295943264,COUNTY OF LOS ANGELES AUDITOR CONTROLLER,7601 IMPERIAL HWY,DOWNEY,CA,902423456
1528276532,MERIDIAN HOSPITALS CORPORATION,1945 STATE ROUTE 33,NEPTUNE,NJ,077534859
1922217744,HOAG PRESBYTERIAN HOSPITAL,1 HOAG DR,NEWPORT BEACH,CA,926634162
1619186327,SHEEHAN MEMORIAL HOSPITAL,425 MICHIGAN AVE,BUFFALO,NY,142032209
1477761401,T&V MILES INC.,1714 BOCA CHICA BLVD,BROWNSVILLE,TX,785208141
1053520973,NEW YORK PRESBYTERIAN HOSPITAL,622 W 168TH ST,NEW YORK,NY,100323720
1992914733,JOHN H STROGER JR HOSPITAL COOK COUNTY,1901 W HARRISON ST,CHICAGO,IL,606123714
1881803633,COUNTY OF LOS ANGELES AUDITOR CONTROLLER,1200 N STATE ST,LOS ANGELES,CA,900331029
1437368891,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,4315 DIPLOMACY DR,ANCHORAGE,AK,99508
1801005160,THE UNIVERSITY OF TENNESSEE,920 MADISON AVE,MEMPHIS,TN,381630001
1982813242,KINGS COUNTY HOSPITAL,451 CLARKSON AVE,BROOKLYN,NY,112032057
1609085968,KINGS COUNTY HOSPITAL,451 CLARKSON AVE,BROOKLYN,NY,112032057
1982813176,CANTON-POTSDAM HOSPITAL,80 E MAIN ST,CANTON,NY,136171450
1912116120,"HALSTEAD HOSPITAL & REHABILITATION CENTER, LLC",328 POPLAR ST,HALSTEAD,KS,670562014
1376752584,WEST LOS ANGELES VA,11301 WILSHIRE BLVD # 117,LOS ANGELES,CA,900731003
1124237375,"JEWISH HOSPITAL & ST. MARY'S HEALTHCARE, INC.",2020 NEWBURG RD,LOUISVILLE,KY,402051803
1891904942,ST JUDE HOSPITAL INC,2767 E IMPERIAL HWY,BREA,CA,928216713
1508075912,"LHCG-XII, LLC",2315 E MAIN ST,NEW IBERIA,LA,705604031
1205045630,"LLC-II, LLC",801 POINCIANA AVE,MAMOU,LA,705542243
1093924458,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,4315 DIPLOMACY DR,ANCHORAGE,AK,995085926
1750590840,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,4315 DIPLOMACY DR,ANCHORAGE,AK,995085926
1669681755,SOUTHCENTRAL FOUNDATION,4320 DIPLOMACY DR,ANCHORAGE,AK,995085925
1821207911,"DYERSBURG KIDNEY CLINIC, INC",16 MURRAY GUARD DRIVE,JACKSON,TN,38305
1235348343,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,4315 DIPLOMACY DR,ANCHORAGE,AK,995085926
1477762631,MONTEFIORE MEDICAL CENTER,1300 MORRIS PARK AVE,BRONX,NY,104611900
1487863668,CENTER FOR CHILDHOOD AND NEONATAL SURGERY,90 BERGEN ST. SUITE 7100,NEWARK,NJ,07103
1487863619,"ALLEGIANCE HOSPITAL OF NORTH LITTLE ROCK, LLC",1400 BRADEN ST,JACKSONVILLE,AR,720763721
1033328117,ST. JOHN HOSPITAL & MEDICAL CENTER,22201 MOROSS RD,DETROIT,MI,482362169
1376752469,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,4315 DIPLOMACY DR,ANCHORAGE,AK,995085926
1285843680,GREAT PLAINS OF CHEYENNE CO INC,210 W FIRST STREET,ST FRANCIS,KS,677560547
1477762748,"PASADENA HOSPTIAL ASSOCIATION, LTD.",100 W CALIFORNIA BLVD,PASADENA,CA,911053010
1205045770,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3509 NW SAMARITAN DR,CORVALLIS,OR,973303766
1699984179,TUCSON MEDICAL CENTER,5301 E GRANT RD,TUCSON,AZ,857122805
1255540662,"LHCG-XII, LLC",3879 HIGHWAY 190,EUNICE,LA,705357900
1780893107,UNIVERSITY OF MICHIGAN HOSPITAL,1500 E MEDICAL CENTER DR,ANN ARBOR,MI,481090999
1285843334,THE VALLEY HOSPITAL,223 NORTH VAN DIEN AVENUE,RIDGEWOOD,NJ,07450
1740499292,"NEW DIMENSION PATIENT SERVICES, INC.",52 AVE JOSE DE DIEGO,ARECIBO,PR,006124503
1184833477,ALEGENT HEALTH MIDLANDS HOSPITAL OUTPATIENT PHARMACY,11111 S 84TH ST,PAPILLION,NE,680464122
1407065899,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,4315 DIPLOMACY DR,ANCHORAGE,AK,995085926
1740499177,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",200 W ARBOR DR,SAN DIEGO,CA,921039001
1669681060,BONE AND JOINT MANAGEMENT CO,1111 N DEWEY AVE,OKLAHOMA CITY,OK,731032609
1316157845,HOSPITAL SERVICE DISTRICT NO 1 PARISH OF AVOYELLES STATE OF LOUISIANA,427 EVERGREEN ST,BUNKIE,LA,713223901
1548470073,OHIO STATE UNIVERSITY,316A MEANS HALL,COLUMBUS,OH,43210
1447460977,COUNTY OF LOS ANGELES,7601 IMPERIAL HWY,DOWNEY,CA,902423456
1790995488,SPARROW HEALTH CARE SYSTEMS,1215 EAST MICHIGAN AVE,LANSING,MI,48912
1275743734,WHITE PLAINS HOSP,372 COUNTY CENTER RD,WHITE PLAINS,NY,106033006
1275743742,MANIILAQ ASSOCIATION,436 5TH & TED STEVENS WAY,KOTZEBUE,AK,99752
1518177344,REHAB SPECIALISTS CALIFORNIA LLC,437 WEBSTER ST,PALO ALTO,CA,943011242
1720298102,WEISER VALLEY HOSPITAL DISTRICT,645 E. 5TH STREET,WEISER,ID,836722202
1285844688,MERCY ST JOHN'S,331 HOSPITAL DR STE D,LEBANON,MO,655369251
1346450749,CENTRAL MS MED EKG,1850 CHADWICK DR,JACKSON,MS,392043404
1487864237,"UNIVERSITY MEDICAL CENTER, TUCSON",655 N ALVERNON WAY,TUCSON,AZ,857111823
1225248644,RIVERSIDE UNIVERSITY HEALTH SYSTEMS - MEDICAL CENTER,26520 CACTUS AVE,MORENO VALLEY,CA,925553927
1417167131,CARITAS PEACE CENTER,2020 NEWBURG RD,LOUISVILLE,KY,402051803
1598975120,"PLEASANT VALLEY HOSPITAL, INC.",2520 VALLEY DR,PT PLEASANT,WV,255502031
1396955928,ST. JOSEPH REGIONAL MEDICAL CENTER,415 6TH ST,LEWISTON,ID,835012431
1023228657,MANIILAQ ASSOCIATION,436 5TH & TED STEVENS WAY,KOTZEBUE,AK,99752
1699985200,"OUTPATIENT HOSPITAL SERVICES, LLC","1100 NORTH EXPRESSWAY 83, STE 3",BROWNSVILLE,TX,78521
1922218478,MANIILAQ ASSOCIATION,436 5TH & TED STEVENS WAY,KOTZEBUE,AK,99752
1295945095,"HOSPITAL SANTA ROSA , INC.",AVE LOS VETERANOS CARR NO 3 SALIDA HACIA ARROYO,GUAYAMA,PR,00785
1013127414,"RIVER OAKS HOSPITAL, LLC",1030 RIVER OAKS DR,FLOWOOD,MS,392329553
1053521757,UNIVERISTY OF VIRGINIA HEALTH SYSTEM,"UNIVERSITY OF VIRGINIA HEALTH SYSTEM, 1215 LEE STREET",CHALRLOTTESVILLE,VA,22908
1023228731,COOK COUNTY,15900 SOUTH CICERO AVENUE,OAK FOREST,IL,604524000
1003026717,FORREST COUNTY GENERAL HOSPITAL,305 W MOODY ST,POPLARVILLE,MS,39470
1043420755,SOUTHERN OHIO MEDICAL CENTER,1805 27TH ST,PORTSMOUTH,OH,456622640
1477763035,SHARP HEALTHCARE,8695 SPECTRUM CENTER BLVD,SAN DIEGO,CA,921231489
1881804458,AVERA MCKENNAN,1325 S CLIFF AVE,SIOUX FALLS,SD,571051007
1184834764,AVERA MCKENNAN,1325 S CLIFF AVE,SIOUX FALLS,SD,571051007
1619187192,AVERA MCKENNAN,1325 S CLIFF AVE,SIOUX FALLS,SD,571051007
1154531630,AVERA MCKENNAN,1325 S CLIFF AVE,SIOUX FALLS,SD,571051007
1861602344,SOUTHEAST ALASKA REGIONAL,3245 HOSPITAL DR,JUNEAU,AK,998017809
1023228343,PARACELSUS HEALTHCARE CORP,1720 UNIVERSITY DR S,FARGO,ND,581034940
1316157571,ERLANGER HOSPITAL,975 E 3RD ST,CHATTANOOGA,TN,374032103
1649480146,ST MARY SURGICAL INC,5343 59TH CIRCLE WEST,KENNETH CITY,FL,33709
1245440759,HENRY FORD HEALTH SYSTEM,2799 W. GRAND BLVD.,DETROIT,MI,48202
1316157514,UMDNJ,27 SOFTWOOD WAY,WARREN,NJ,070596791
1205046448,ALBERT EINSTEIN MEDICAL CENTER,226 W RITTENHOUSE SQ,PHILADELPHIA,PA,191035768
1124238266,MESILLA VALLEY HOSPITAL,4115 SENECA DR,LAS CRUCES,NM,880050818
1225248446,SISTERS OF ST. FRANCIS HEALTH SERVICES,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,479331033
1366652505,GEORGIA JESSUP AND ASSOICATES,531 W COLLEGE ST,LOS ANGELES,CA,900122315
1073723110,MESILLA VALLEY HOSPITAL,5006 ROUND ROCK DR,EL PASO,TX,799241132
1740490960,MESILLA VALLEY HOSPITAL,635 WEINRICH RD,LAS CRUCES,NM,880074840
1962612010,MESILLA VALLEY HOSPITAL,209 RISTRA ST,MESQUITE,NM,880489356
1508077546,PRIME CARE NEVADA INC,825 SOUTH MAIN STREET,TONOPAH,NV,89049
1669683579,UNIVERSITY HEALTH CARE,30 N 1900 E # 3R210,SALT LAKE CITY,UT,841322305
1992916837,"ST,MARY,MEDICAL,CENTRE","1201,LANGHORNE,NEWTOWN,ST ,MARY,MEDICAL,CRE",LANGHORNE,PA,19047
1508077553,QUINTEN BURDICK MEMORIAL HOSPITAL CARE FACILITY,ONE HOSPITAL ROAD,BELCOURT,ND,58316
1053522987,HSSA COUNTY OF SAN DIEGO,3853 ROSECRANS ST,SAN DIEGO,CA,921103115
1316158363,SANTA BARBARA COUNTY PUBLIC HEALTH DEPT.-PMGPP2,345 CAMINO DEL REMEDIO,SANTA BARBARA,CA,931101332
1588875322,CLUB STAFFING,13905 FLETCHERS MILL DR,TAMPA,FL,336134118
1346451192,PLATTE COMMUNITY MEMORIAL HOSPITAL INC,601 E 7TH ST,PLATTE,SD,57369
1326259284,SAN BERNARDINO MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL RD,LAKE ARROWHEAD,CA,92352
1730390428,AVERA MCKENNAN,1325 S CLIFF AVE,SIOUX FALLS,SD,571051007
1801007893,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVE,BROOKLYN,NY,112131122
1871704833,BRIGHAM & WOMEN'S HOSPITAL,75 FRANCIS ST,BOSTON,MA,021156110
1356552350,REDMOND PARK HOSPITAL LLC,501 REDMOND RD NW,ROME,GA,301651415
1811108822,ADAMS COUNTY PUBLIC HOSPITAL DISTRICT 3,315 N 14TH AVE,OTHELLO,WA,993441254
1255542296,HENRY FORD HOSPITAL,5430 WESSEX CT APT 110,DEARBORN,MI,481262676
1750592754,NORTHWEST PERMANENTE,9205 SW BARNES RD,PORTLAND,OR,972256603
1821209750,FRONTLINE HOSPITAL,2530 DEBARR RD,ANCHORAGE,AK,995082948
1508077207,"ATTENTUS BONHAM, LP",504 LIPSCOMB BLVD,BONHAM,TX,754184028
1992916878,BETH ISRAEL MEDICAL CENTER,16TH STREET FIRST AVENUE,NEW YORK,NY,10003
1548471337,TATTNALL COMMUNITY HOSPITAL,247 S MAIN ST,REIDSVILLE,GA,304534605
1487865184,COUNTY OF LOS ANGELES,1000 W CARSON ST,TORRANCE,CA,905022004
1699986331,COUNTY OF LOS ANGELES,2051 MARENGO ST,LOS ANGELES,CA,900331352
1659582765,UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY,150 BERGEN ST,NEWARK,NJ,071032496
1811108848,HOSPITAL AUTHORITY OF CALHOUN COUNTY,55 R E JENNINGS AVE,ARLINGTON,GA,398130496
1588875595,CAMC SPORTS MEDICINE,200 TRACY WAY,CHARLESTON,WV,253111258
1467663468,HEALTHCARE OF BERRIEN COUNTY,1221 E MCPHERSON AVE,NASHVILLE,GA,316392326
1790996619,SAINT ANNE'S HOSPITAL,795 MIDDLE ST,FALL RIVER,MA,027211733
1861603706,JACKSON MEMORIAL HOSPITAL,1600 NW 12TH AVE.,MIAMI,FL,33136
1669683512,WVU MEDICAL CORPORATION,1 MEDICAL CENTER DR,MORGANTOWN,WV,265053469
1194936856,HARBOR-UCLA,1000 W CARSON ST,TORRANCE,CA,905022004
1144431842,MESILLA VALLEY HOSPITAL,1120 TAMONY LN,LAS CRUCES,NM,880076948
1790996445,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,PA,166522350
1609087352,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,PA,166522350
1427269174,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE,HUNTINGDON,PA,166522350
1124239132,GENERAL HEALTHCARE RESOURCES,8060 KNUE RD,INDIANAPOLIS,IN,462501976
1699986273,TERRI GOEHRING,2315 STOCKTON BLVD,SACRAMENTO,CA,958172201
1972714772,ETHICUS HEALTHCARE MANAGEMENT,3 RIVERWAY,HOUSTON,TX,770561919
1528279346,FRANKFORD TORRESDALE HOSPITAL,516 WALLACE AVE,BENSALEM,PA,190207239
1518178359,CASPER MEDICAL CENTER LLC,6550 E 2ND STREET,CASPER,WY,826094321
1285845982,COUNTY OF LOS ANGELES,14445 OLIVE VIEW DR,SYLMAR,CA,913421437
1093926792,COUNTY OF LOS ANGELES AUDITOR CONTROLLER,12021 WILMINGTON AVE,LOS ANGELES,CA,900593019
1033320601,SUNY DOWNSTATE MEDICAL CENTER,450 CLARKSON AVE # 1189,BROOKLYN,NY,112032056
1407067978,SAINT ELIZABETH'S HOSPITAL,211 S 3RD ST,BELLEVILLE,IL,622201915
1316158884,NEW YORK UNIVERSITY HOSPITAL CENTER,560 1ST AVE,NEW YORK,NY,100166402
1134330608,MERCY HEALTH - WEST HOSPITAL LLC,3131 QUEEN CITY AVE,CINCINNATI,OH,452382316
1376754747,MESILLA VALLEY HOSPITAL,3751 DEL REY BLVD,LAS CRUCES,NM,880127710
