code,name
G2213,"Initiation of medication for the treatment of opioid use disorder in the emergency department setting, including assessment, referral to ongoing care, and arranging access to supportive services (list separately in addition to code for primary procedure)"
G2214,"Initial or subsequent psychiatric collaborative care management, first 30 minutes in a month of behavioral health care manager activities, in consultation with a psychiatric consultant, and directed by the treating physician or other qualified health care professional"
G2215,Take-home supply of nasal naloxone; 2-pack of 4mg per 0.1 ml nasal spray (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to code for primary procedure
G2216,Take-home supply of injectable naloxone (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to code for primary procedure
G2250,"Remote assessment of recorded video and/or images submitted by an established patient (e.g., store and forward), including interpretation with follow-up with the patient within 24 business hours, not originating from a related service provided within the previous 7 days nor leading to a service or procedure within the next 24 hours or soonest available appointment"
G2251,"Brief communication technology-based service, e.g. virtual check-in, by a qualified health care professional who cannot report evaluation and management services, provided to an established patient, not originating from a related service provided within the previous 7 days nor leading to a service or procedure within the next 24 hours or soonest available appointment; 5-10 minutes of clinical discussion"
G2252,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m service provided within the previous 7 days nor leading to an e/m service or procedure within the next 24 hours or soonest available appointment; 11-20 minutes of medical discussion"
G3001,"Administration and supply of tositumomab, 450 mgTerminated December 31, 2016."
G3002,"Chronic pain management and treatment, monthly bundle including, diagnosis; assessment and monitoring; administration of a validated pain rating scale or tool; the development, implementation, revision, and/or maintenance of a person-centered care plan that includes strengths, goals, clinical needs, and desired outcomes; overall treatment management; facilitation and coordination of any necessary behavioral health treatment; medication management; pain and health literacy counseling; any necessary chronic pain related crisis care; and ongoing communication and care coordination between relevant practitioners furnishing care, e.g. physical therapy and occupational therapy, complementary and integrative approaches, and community-based care, as appropriate. required initial face-to-face visit at least 30 minutes provided by a physician or other qualified health professional; first 30 minutes personally provided by physician or other qualified health care professional, per calendar month. (when using g3002, 30 minutes must be met or exceeded.)"
G3003,"Each additional 15 minutes of chronic pain management and treatment by a physician or other qualified health care professional, per calendar month. (list separately in addition to code for g3002. when using g3003, 15 minutes must be met or exceeded.)"
G4000,Dermatology mips specialty set
G4001,Diagnostic radiology mips specialty set
G4002,Electrophysiology cardiac specialist mips specialty set
G4003,Emergency medicine mips specialty set
G4004,Endocrinology mips specialty set
G4005,Family medicine mips specialty set
G4006,Gastro-enterology mips specialty set
G4007,General surgery mips specialty set
G4008,Geriatrics mips specialty set
G4009,Hospitalists mips specialty set
G4010,Infectious disease mips specialty set
G4011,Internal medicine mips specialty set
G4012,Interventional radiology mips specialty set
G4013,Mental/behavioral and psychiatry mips specialty set
G4014,Nephrology mips specialty set
G4015,Neurology mips specialty set
G4016,Neurosurgical mips specialty set
G4017,Nutrition/dietician mips specialty set
G4018,Obstetrics/gynecology mips specialty set
G4019,Oncology/hematology mips specialty set
G4020,Ophthalmology/optometry mips specialty set
G4021,Orthopedic surgery mips specialty set
G4022,Otolaryngology mips specialty set
G4023,Pathology mips specialty set
G4024,Pediatrics mips specialty set
G4025,Physical medicine mips specialty set
G4026,Physical therapy/occupational therapy mips specialty set
G4027,Plastic surgery mips specialty set
G4028,Podiatry mips specialty set
G4029,Preventive medicine mips specialty set
G4030,Pulmonology mips specialty set
G4031,Radiation oncology mips specialty set
G4032,Rheumatology mips specialty set
G4033,Skilled nursing facility mips specialty set
G4034,Speech language pathology mips specialty set
G4035,Thoracic surgery mips specialty set
G4036,Urgent care mips specialty set
G4037,Urology mips specialty set
G4038,Vascular surgery mips specialty set
G6001,Ultrasonic guidance for placement of radiation therapy fields
G6002,Stereoscopic x-ray guidance for localization of target volume for the delivery of radiation therapy
G6003,"Radiation treatment delivery, single treatment area, single port or parallel opposed ports, simple blocks or no blocks: up to 5 mev"
G6004,"Radiation treatment delivery, single treatment area, single port or parallel opposed ports, simple blocks or no blocks: 6-10 mev"
G6005,"Radiation treatment delivery, single treatment area, single port or parallel opposed ports, simple blocks or no blocks: 11-19 mev"
G6006,"Radiation treatment delivery, single treatment area, single port or parallel opposed ports, simple blocks or no blocks: 20 mev or greater"
G6007,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks: up to 5 mev"
G6008,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks: 6-10 mev"
G6009,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks: 11-19 mev"
G6010,"Radiation treatment delivery, 2 separate treatment areas, 3 or more ports on a single treatment area, use of multiple blocks: 20 mev or greater"
G6011,"Radiation treatment delivery, 3 or more separate treatment areas, custom blocking, tangential ports, wedges, rotational beam, compensators, electron beam; up to 5 mev"
G6012,"Radiation treatment delivery, 3 or more separate treatment areas, custom blocking, tangential ports, wedges, rotational beam, compensators, electron beam; 6-10 mev"
G6013,"Radiation treatment delivery,3 or more separate treatment areas, custom blocking, tangential ports, wedges, rotational beam, compensators, electron beam; 11-19 mev"
G6014,"Radiation treatment delivery, 3 or more separate treatment areas, custom blocking, tangential ports, wedges, rotational beam, compensators, electron beam; 20 mev or greater"
G6015,"Intensity modulated treatment delivery, single or multiple fields/arcs,via narrow spatially and temporally modulated beams, binary, dynamic mlc, per treatment session"
G6016,"Compensator-based beam modulation treatment delivery of inverse planned treatment using 3 or more high resolution (milled or cast) compensator, convergent beam modulated fields, per treatment session"
G6017,"Intra-fraction localization and tracking of target or patient motion during delivery of radiation therapy (eg,3d positional tracking, gating, 3d surface tracking), each fraction of treatment"
G6018,"Ileoscopy, through stoma; with transendoscopic stent placement (includes predilation)Terminated December 31, 2015."
G6019,"Colonoscopy through stoma; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare techniqueTerminated December 31, 2015."
G6020,"Colonoscopy through stoma; with transendoscopic stent placement (includes predilation)Terminated December 31, 2015."
G6021,"Unlisted procedure, intestineTerminated December 31, 2015."
G6022,"Sigmoidoscopy, flexible; with ablation of tumor(s), polyp(s), or other lesions(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare techniqueTerminated December 31, 2015."
G6023,"Sigmoidoscopy, flexible; with transendoscopic stent placement (includes predilation)Terminated December 31, 2015."
G6024,"Colonoscopy, flexible; proximal to splenic flexure; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare techniqueTerminated December 31, 2015."
G6025,"Colonoscopy, flexible, proximal to splenic flexure; with transendoscopic stent placement (includes predilation)Terminated December 31, 2015."
G6027,"Anoscopy, high resolution (hra) (with magnification and chemical agent enhancement); diagnostic, including collection of specimen(s) by brushing or washing when performedTerminated December 31, 2015."
G6028,"Anoscopy, high resolution (hra) (with magnification and chemical agent enhancement); with biopsy(ies)Terminated December 31, 2015."
G6030,"AmitriptylineTerminated December 31, 2015."
G6031,"BenzodiazepinesTerminated December 31, 2015."
G6032,"DesipramineTerminated December 31, 2015."
G6034,"DoxepinTerminated December 31, 2015."
G6035,"GoldTerminated December 31, 2015."
G6036,"Assay of imipramineTerminated December 31, 2015."
G6037,"NortriptylineTerminated December 31, 2015."
G6038,"SalicylateTerminated December 31, 2015."
G6039,"AcetaminophenTerminated December 31, 2015."
G6040,"Alcohol (ethanol); any specimen except breathTerminated December 31, 2015."
G6041,"Alkaloids, urine, quantitativeTerminated December 31, 2015."
G6042,"Amphetamine or methamphetamineTerminated December 31, 2015."
G6043,"Barbiturates, not elsewhere specifiedTerminated December 31, 2015."
G6044,"Cocaine or metaboliteTerminated December 31, 2015."
G6045,"DihydrocodeinoneTerminated December 31, 2015."
G6046,"DihydromorphinoneTerminated December 31, 2015."
G6047,"DihydrotestosteroneTerminated December 31, 2015."
G6048,"DimethadioneTerminated December 31, 2015."
G6049,"EpiandrosteroneTerminated December 31, 2015."
G6050,"EthchlorvynolTerminated December 31, 2015."
G6051,"FlurazepamTerminated December 31, 2015."
G6052,"MeprobamateTerminated December 31, 2015."
G6053,"MethadoneTerminated December 31, 2015."
G6054,"MethsuximideTerminated December 31, 2015."
G6055,"NicotineTerminated December 31, 2015."
G6056,"Opiate(s), drug and metabolites, each procedureTerminated December 31, 2015."
G6057,"PhenothiazineTerminated December 31, 2015."
G6058,"Drug confirmation, each procedureTerminated December 31, 2015."
G8126,"Patient with a diagnosis of major depression documented as being treated with antidepressant medication during the entire 84 day (12 week)  acute treatment phaseTerminated December 31, 2014."
G8127,"Patient with a diagnosis of major depression not documented as being treated with antidepressant medication during the entire 84 day (12 week) acute treatment phaseTerminated December 31, 2014."
G8128,"Clinician documented that patient was not an eligible candidate for antidepressant medication during the entire 12 week acute treatment phase measureTerminated December 31, 2014."
G8395,Left ventricular ejection fraction (lvef) >= 40% or documentation as normal or mildly depressed left ventricular systolic function
G8396,Left ventricular ejection fraction (lvef) not performed or documented
G8397,"Dilated macular or fundus exam performed, including documentation of the presence or absence of macular edema and level of severity of retinopathy"
G8398,"Dilated macular or fundus exam not performedTerminated December 31, 2020."
G8399,Patient with documented results of a central dual-energy x-ray absorptiometry (dxa) ever being performed
G8400,"Patient with central dual-energy x-ray absorptiometry (dxa) results not documented, reason not given"
G8401,"Clinician documented that patient was not an eligible candidate for screeningTerminated December 31, 2016."
G8404,Lower extremity neurological exam performed and documented
G8405,Lower extremity neurological exam not performed
G8406,"Clinician documented that patient was not an eligible candidate for lower extremity neurological exam measureTerminated December 31, 2014."
G8410,Footwear evaluation performed and documented
G8415,Footwear evaluation was not performed
G8416,Clinician documented that patient was not an eligible candidate for footwear evaluation measure
G8417,Bmi is documented above normal parameters and a follow-up plan is documented
G8418,Bmi is documented below normal parameters and a follow-up plan is documented
G8419,"Bmi documented outside normal parameters, no follow-up plan documented, no reason given"
G8420,Bmi is documented within normal parameters and no follow-up plan is required
G8421,Bmi not documented and no reason is given
G8422,"Bmi not documented, documentation the patient is not eligible for bmi calculationTerminated December 31, 2021."
G8427,"Eligible clinician attests to documenting in the medical record they obtained, updated, or reviewed the patient's current medications"
G8428,"Current list of medications not documented as obtained, updated, or reviewed by the eligible clinician, reason not given"
G8430,"Documentation of a medical reason(s) for not documenting, updating, or reviewing the patient's current medications list (e.g., patient is in an urgent or emergent medical situation)"
G8431,Screening for depression is documented as being positive and a follow-up plan is documented
G8432,"Depression screening not documented, reason not given"
G8433,"Screening for depression not completed, documented patient or medical reason"
G8442,"Pain assessment not documented as being performed, documentation the patient is not eligible for a pain assessment using a standardized tool at the time of the encounterTerminated December 31, 2020."
G8450,Beta-blocker therapy prescribed
G8451,"Beta-blocker therapy for lvef <=40% not prescribed for reasons documented by the clinician (e.g., low blood pressure, fluid overload, asthma, patients recently treated with an intravenous positive inotropic agent, allergy, intolerance, other medical reasons, patient declined, other patient reasons)"
G8452,Beta-blocker therapy not prescribed
G8458,"Clinician documented that patient is not an eligible candidate for genotype testing; patient not receiving antiviral treatment for hepatitis c during the measurement period (e.g. genotype test done prior to the reporting period, patient declines, patient not a candidate for antiviral treatment)Terminated December 31, 2016."
G8460,"Clinician documented that patient is not an eligible candidate for quantitative rna testing at week 12; patient not receiving antiviral treatment for hepatitis cTerminated December 31, 2016."
G8461,"Patient receiving antiviral treatment for hepatitis c during the measurement periodTerminated December 31, 2016."
G8464,"Clinician documented that prostate cancer patient is not an eligible candidate for adjuvant hormonal therapy; low or intermediate risk of recurrence or risk of recurrence not determinedTerminated December 31, 2014."
G8465,High or very high risk of recurrence of prostate cancer
G8473,Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy prescribed
G8474,"Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy not prescribed for reasons documented by the clinician (e.g., allergy, intolerance, pregnancy, renal failure due to ace inhibitor, diseases of the aortic or mitral valve, other medical reasons) or (e.g., patient declined, other patient reasons)"
G8475,"Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy not prescribed, reason not given"
G8476,Most recent blood pressure has a systolic measurement of < 140 mmhg and a diastolic measurement of < 90 mmhg
G8477,Most recent blood pressure has a systolic measurement of >= 140 mmhg and/or a diastolic measurement of >= 90 mmhg
G8478,"Blood pressure measurement not performed or documented, reason not given"
G8482,"Influenza immunization administered or previously receivedTerminated December 31, 2024."
G8483,"Influenza immunization was not administered for reasons documented by clinician (e.g., patient allergy or other medical reasons, patient declined or other patient reasons, vaccine not available or other system reasons)Terminated December 31, 2024."
G8484,"Influenza immunization was not administered, reason not givenTerminated December 31, 2024."
G8485,"I intend to report the diabetes mellitus (dm) measures groupTerminated December 31, 2016."
G8486,"I intend to report the preventive care measures groupTerminated December 31, 2016."
G8487,"I intend to report the chronic kidney disease (ckd) measures groupTerminated December 31, 2016."
G8489,"I intend to report the coronary artery disease (cad) measures groupTerminated December 31, 2016."
G8490,"I intend to report the rheumatoid arthritis (ra) measures groupTerminated December 31, 2016."
G8491,"I intend to report the hiv/aids measures groupTerminated December 31, 2016."
G8492,"I intend to report the perioperative care measures groupTerminated December 31, 2014."
G8493,"I intend to report the back pain measures groupTerminated December 31, 2014."
G8494,"All quality actions for the applicable measures in the diabetes mellitus (dm) measures group have been performed for this patientTerminated December 31, 2016."
G8495,"All quality actions for the applicable measures in the chronic kidney disease (ckd) measures group have been performed for this patientTerminated December 31, 2016."
G8496,"All quality actions for the applicable measures in the preventive care measures group have been performed for this patientTerminated December 31, 2016."
G8497,"All quality actions for the applicable measures in the coronary artery bypass graft (cabg) measures group have been performed for this patientTerminated December 31, 2016."
G8498,"All quality actions for the applicable measures in the coronary artery disease (cad) measures group have been performed for this patientTerminated December 31, 2016."
G8499,"All quality actions for the applicable measures in the rheumatoid arthritis (ra) measures group have been performed for this patientTerminated December 31, 2016."
G8500,"All quality actions for the applicable measures in the hiv/aids measures group have been performed for this patientTerminated December 31, 2016."
G8501,"All quality actions for the applicable measures in the perioperative care measures group have been performed for this patientTerminated December 31, 2014."
G8502,"All quality actions for the applicable measures in the back pain measures group have been performed for this patientTerminated December 31, 2014."
G8506,"Patient receiving angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapyTerminated December 31, 2023."
G8509,"Pain assessment documented as positive using a standardized tool, follow-up plan not documented, reason not givenTerminated December 31, 2020."
G8510,"Screening for depression is documented as negative, a follow-up plan is not required"
G8511,"Screening for depression documented as positive, follow-up plan not documented, reason not given"
G8530,"Autogenous av fistula receivedTerminated December 31, 2015."
G8531,"Clinician documented that patient was not an eligible candidate for autogenous av fistulaTerminated December 31, 2015."
G8532,"Clinician documented that patient received vascular access other than autogenous av fistula, reason not givenTerminated December 31, 2015."
G8535,"Elder maltreatment screen not documented; documentation that patient is not eligible for the elder maltreatment screen at the time of the encounter related to one of the following reasons: (1) patient refuses to participate in the screening and has reasonable decisional capacity for self-protection, or (2) patient is in an urgent or emergent situation where time is of the essence and to delay treatment to perform the screening would jeopardize the patient's health status"
G8536,"No documentation of an elder maltreatment screen, reason not given"
G8539,Functional outcome assessment documented as positive using a standardized tool and a care plan based on identified deficiencies is documented within two days of the functional outcome assessment
G8540,"Functional outcome assessment not documented as being performed, documentation the patient is not eligible for a functional outcome assessment using a standardized tool at the time of the encounter"
G8541,"Functional outcome assessment using a standardized tool not documented, reason not given"
G8542,"Functional outcome assessment using a standardized tool is documented; no functional deficiencies identified, care plan not required"
G8543,"Documentation of a positive functional outcome assessment using a standardized tool; care plan not documented within two days of assessment, reason not given"
G8544,"I intend to report the coronary artery bypass graft (cabg) measures groupTerminated December 31, 2016."
G8545,"I intend to report the hepatitis c measures groupTerminated December 31, 2016."
G8547,"I intend to report the ischemic vascular disease (ivd) measures groupTerminated December 31, 2014."
G8548,"I intend to report the heart failure (hf) measures groupTerminated December 31, 2016."
G8549,"All quality actions for the applicable measures in the hepatitis c measures group have been performed for this patientTerminated December 31, 2016."
G8551,"All quality actions for the applicable measures in the heart failure (hf) measures group have been performed for this patientTerminated December 31, 2016."
G8552,"All quality actions for the applicable measures in the ischemic vascular disease (ivd) measures group have been performed for this patientTerminated December 31, 2014."
G8559,Patient referred to a physician (preferably a physician with training in disorders of the ear) for an otologic evaluation
G8560,Patient has a history of active drainage from the ear within the previous 90 days
G8561,Patient is not eligible for the referral for otologic evaluation for patients with a history of active drainage measure
G8562,Patient does not have a history of active drainage from the ear within the previous 90 days
G8563,"Patient not referred to a physician (preferably a physician with training in disorders of the ear) for an otologic evaluation, reason not given"
G8564,"Patient was referred to a physician (preferably a physician with training in disorders of the ear) for an otologic evaluation, reason not specified)"
G8565,Verification and documentation of sudden or rapidly progressive hearing loss
G8566,"Patient is not eligible for the ""referral for otologic evaluation for sudden or rapidly progressive hearing loss"" measure"
G8567,Patient does not have verification and documentation of sudden or rapidly progressive hearing loss
G8568,"Patient was not referred to a physician (preferably a physician with training in disorders of the ear) for an otologic evaluation, reason not given"
G8569,Prolonged postoperative intubation (> 24 hrs) required
G8570,Prolonged postoperative intubation (> 24 hrs) not required
G8571,"Development of deep sternal wound infection/mediastinitis within 30 days postoperativelyTerminated December 31, 2020."
G8572,"No deep sternal wound infection/mediastinitisTerminated December 31, 2020."
G8573,"Stroke following isolated cabg surgeryTerminated December 31, 2020."
G8574,"No stroke following isolated cabg surgeryTerminated December 31, 2020."
G8575,Developed postoperative renal failure or required dialysis
G8576,No postoperative renal failure/dialysis not required
G8577,"Re-exploration required due to mediastinal bleeding with or without tamponade, unplanned coronary artery intervention (native, vessel, graft, or both), valve dysfunction, aortic reintervention, or other cardiac reason"
G8578,"Re-exploration not required due to mediastinal bleeding with or without tamponade, unplanned coronary artery intervention (native, vessel, graft, or both), valve dysfunction, aortic reintervention, or other cardiac reason"
G8579,"Antiplatelet medication at dischargeTerminated December 31, 2014."
G8580,"Antiplatelet medication contraindicatedTerminated December 31, 2014."
G8581,"No antiplatelet medication at dischargeTerminated December 31, 2014."
G8582,"Beta-blocker at dischargeTerminated December 31, 2014."
G8583,"Beta-blocker contraindicatedTerminated December 31, 2014."
G8584,"No beta-blocker at dischargeTerminated December 31, 2014."
G8585,"Anti-lipid treatment at dischargeTerminated December 31, 2014."
G8586,"Anti-lipid treatment contraindicatedTerminated December 31, 2014."
G8587,"No anti-lipid treatment at dischargeTerminated December 31, 2014."
G8593,"Lipid profile results documented and reviewed (must include total cholesterol, hdl-c, triglycerides and calculated ldl-c)Terminated December 31, 2014."
G8594,"Lipid profile not performed, reason not givenTerminated December 31, 2014."
G8595,"Most recent ldl-c < 100 mg/dlTerminated December 31, 2014."
G8597,"Most recent ldl-c >= 100 mg/dlTerminated December 31, 2014."
G8598,Aspirin or another antiplatelet therapy used
G8599,"Aspirin or another antiplatelet therapy not used, reason not given"
G8600,Iv thrombolytic therapy initiated within 4.5 hours (<= 270 minutes) of time last known well
G8601,"Iv thrombolytic therapy not initiated within 4.5 hours (<= 270 minutes) of time last known well for reasons documented by clinician (e.g. patient enrolled in clinical trial for stroke, patient admitted for elective carotid intervention)"
G8602,"Iv thrombolytic therapy not initiated within 4.5 hours (<= 270 minutes) of time last known well, reason not given"
G8627,"Surgical procedure performed within 30 days following cataract surgery for major complications (e.g., retained nuclear fragments, endophthalmitis, dislocated or wrong power iol, retinal detachment, or wound dehiscence)Terminated December 31, 2020."
G8628,"Surgical procedure not performed within 30 days following cataract surgery for major complications (e.g., retained nuclear fragments, endophthalmitis, dislocated or wrong power iol, retinal detachment, or wound dehiscence)Terminated December 31, 2020."
G8629,"Documentation of order for prophylactic parenteral antibiotic to be given within one hour (if fluoroquinolone or vancomycin, two hours) prior to surgical incision (or start of procedure when no incision is required)Terminated December 31, 2014."
G8630,"Documentation that administration of prophylactic parenteral antibiotics was initiated within one hour (if fluoroquinolone or vancomycin, two hours) prior to surgical incision (or start of procedure when no incision is required), as orderedTerminated December 31, 2014."
G8631,"Clinician documented that patient was not an eligible candidate for ordering prophylactic parenteral antibiotics to be given within one hour (if fluoroquinolone or vancomycin, two hours) prior to surgical incision (or start of procedure when no incision is required)Terminated December 31, 2014."
G8632,"Prophylactic parenteral antibiotics were not ordered to be given or given within one hour (if fluoroquinolone or vancomycin, two hours) prior to the surgical incision (or start of procedure when no incision is required), reason not givenTerminated December 31, 2014."
G8633,Pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed
G8634,"Clinician documented patient not an eligible candidate to receive pharmacologic therapy for osteoporosisTerminated December 31, 2016."
G8635,"Pharmacologic therapy for osteoporosis was not prescribed, reason not given"
G8645,"I intend to report the asthma measures groupTerminated December 31, 2016."
G8646,"All quality actions for the applicable measures in the asthma measures group have been performed for this patientTerminated December 31, 2016."
G8647,Residual score for the knee impairment successfully calculated and the score was equal to zero (0) or greater than zero (> 0)
G8648,Residual score for the knee impairment successfully calculated and the score was less than zero (< 0)
G8649,"Risk-adjusted functional status change residual score for the knee impairment not measured because the patient did not complete the fs status survey near discharge, patient not appropriateTerminated December 31, 2019."
G8650,"Residual score for the knee impairment not measured because the patient did not complete the lepf prom at initial evaluation and/or near discharge, reason not given"
G8651,Residual score for the hip impairment successfully calculated and the score was equal to zero (0) or greater than zero (> 0)
G8652,Residual score for the hip impairment successfully calculated and the score was less than zero (< 0)
G8653,"Risk-adjusted functional status change residual scores for the hip impairment not measured because the patient did not complete the fs status survey near discharge, patient not appropriateTerminated December 31, 2019."
G8654,"Residual score for the hip impairment not measured because the patient did not complete the lepf prom at initial evaluation and/or near discharge, reason not given"
G8655,"Residual score for the lower leg, foot or ankle impairment successfully calculated and the score was equal to zero (0) or greater than zero ( > 0)"
G8656,"Residual score for the lower leg, foot or ankle impairment successfully calculated and the score was less than zero (< 0)"
G8657,"Risk-adjusted functional status change residual score for the lower leg, foot or ankle impairment not measured because the patient did not complete the fs status survey near discharge, patient not appropriateTerminated December 31, 2019."
G8658,"Residual score for the lower leg, foot or ankle impairment not measured because the patient did not complete the lepf prom at initial evaluation and/or near discharge, reason not given"
G8659,Residual score for the low back impairment successfully calculated and the score was equal to zero (0) or greater than zero (> 0)
G8660,Residual score for the low back impairment successfully calculated and the score was less than zero (< 0)
G8661,"Risk-adjusted functional status change residual score for the low back impairment not measured because the patient did not complete the fs status survey near discharge, patient not appropriate"
G8662,"Residual score for the low back impairment not measured because the patient did not complete the low back fs prom at initial evaluation and/or near discharge, reason not given"
G8663,Residual score for the shoulder impairment successfully calculated and the score was equal to zero (0) or greater than zero (> 0)
G8664,Residual score for the shoulder impairment successfully calculated and the score was less than zero (< 0)
G8665,"Risk-adjusted functional status change residual score for the shoulder impairment not measured because the patient did not complete the fs status survey near discharge, patient not appropriateTerminated December 31, 2019."
G8666,"Residual score for the shoulder impairment not measured because the patient did not complete the shoulder fs prom at initial evaluation and/or near discharge, reason not given"
G8667,"Residual score for the elbow, wrist or hand impairment successfully calculated and the score was equal to zero (0) or greater than zero (> 0)"
G8668,"Residual score for the elbow, wrist or hand impairment successfully calculated and the score was less than zero (< 0)"
G8669,"Risk-adjusted functional status change residual score for the elbow, wrist or hand impairment not measured because the patient did not complete the fs status survey near discharge, patient not appropriateTerminated December 31, 2019."
G8670,"Residual score for the elbow, wrist or hand impairment not measured because the patient did not complete the elbow/wrist/hand fs prom at initial evaluation and/or near discharge, reason not given"
G8671,"Risk-adjusted functional status change residual score for the neck, cranium, mandible, thoracic spine, ribs or other general orthopedic impairment successfully calculated and the score was equal to zero (0) or greater than zero (> 0)Terminated December 31, 2020."
G8672,"Risk-adjusted functional status change residual score for the neck, cranium, mandible, thoracic spine, ribs or other general orthopedic impairment successfully calculated and the score was less than zero (< 0)Terminated December 31, 2020."
G8673,"Risk-adjusted functional status change residual score for the neck, cranium, mandible, thoracic spine, ribs or other general orthopedic impairment not measured because the patient did not complete the fs status survey near discharge, patient not appropriateTerminated December 31, 2019."
G8674,"Risk-adjusted functional status change residual score for the neck, cranium, mandible, thoracic spine, ribs or other general orthopedic impairment not measured because the patient did not complete the general orthopedic fs prom at initial evaluation and/or near discharge, reason not givenTerminated December 31, 2020."
G8682,"Lvf testing documented as being performed prior to discharge or in the previous 12 monthsTerminated December 31, 2014."
G8683,"Lvf testing not performed prior to discharge or in the previous 12 months for a medical or patient documented reasonTerminated December 31, 2014."
G8685,"Lvf testing not documented as being performed prior to discharge or in the previous 12 months, reason not givenTerminated December 31, 2014."
G8694,Current or prior left ventricular ejection fraction (lvef) < = 40% or documentation of moderate or severe lvsd
G8696,"Antithrombotic therapy prescribed at dischargeTerminated December 31, 2017."
G8697,"Antithrombotic therapy not prescribed for documented reasons (e.g., patient had stroke during hospital stay, patient expired during inpatient stay, other medical reason(s)); (e.g., patient left against medical advice, other patient reason(s))Terminated December 31, 2017."
G8698,"Antithrombotic therapy was not prescribed at discharge, reason not givenTerminated December 31, 2017."
G8699,"Rehabilitation services (occupational, physical or speech) ordered at or prior to dischargeTerminated December 31, 2014."
G8700,"Rehabilitation services (occupational, physical or speech) not indicated at or prior to dischargeTerminated December 31, 2014."
G8701,"Rehabilitation services were not ordered, reason not otherwise specifiedTerminated December 31, 2014."
G8702,"Documentation that prophylactic antibiotics were given within 4 hours prior to surgical incision or intraoperativelyTerminated December 31, 2014."
G8703,"Documentation that prophylactic antibiotics were neither given within 4 hours prior to surgical incision nor intraoperativelyTerminated December 31, 2014."
G8704,"12-lead electrocardiogram (ecg) performedTerminated December 31, 2014."
G8705,"Documentation of medical reason(s) for not performing a 12-lead electrocardiogram (ecg)Terminated December 31, 2014."
G8706,"Documentation of patient reason(s) for not performing a 12-lead electrocardiogram (ecg)Terminated December 31, 2014."
G8707,"12-lead electrocardiogram (ecg) not performed, reason not givenTerminated December 31, 2014."
G8708,Patient not prescribed antibiotic
G8709,"Uri episodes when the patient had competing diagnoses on or three days after the episode date (e.g., intestinal infection, pertussis, bacterial infection, lyme disease, otitis media, acute sinusitis, acute pharyngitis, acute tonsillitis, chronic sinusitis, infection of the pharynx/larynx/tonsils/adenoids, prostatitis, cellulitis, mastoiditis, or bone infections, acute lymphadenitis, impetigo, skin staph infections, pneumonia/gonococcal infections, venereal disease (syphilis, chlamydia, inflammatory diseases [female reproductive organs]), infections of the kidney, cystitis or uti, and acne)"
G8710,Patient prescribed antibiotic
G8711,Prescribed antibiotic on or within 3 days after the episode date
G8712,Antibiotic not prescribed or dispensed
G8713,"Spkt/v greater than or equal to 1.2 (single-pool clearance of urea [kt] / volume [v])Terminated December 31, 2015."
G8714,"Hemodialysis treatment performed exactly three times per week for > 90 daysTerminated December 31, 2015."
G8717,"Spkt/v less than 1.2 (single-pool clearance of urea [kt] / volume [v]), reason not givenTerminated December 31, 2015."
G8718,"Total kt/v greater than or equal to 1.7 per week (total clearance of urea [kt] / volume [v])Terminated December 31, 2015."
G8720,"Total kt/v less than 1.7 per week (total clearance of urea [kt] / volume [v])Terminated December 31, 2015."
G8721,"Pt category (primary tumor), pn category (regional lymph nodes), and histologic grade were documented in pathology report"
G8722,"Documentation of medical reason(s) for not including the pt category, the pn category or the histologic grade in the pathology report (e.g., re-excision without residual tumor; non-carcinomasanal canal)"
G8723,Specimen site is other than anatomic location of primary tumor
G8724,"Pt category, pn category and histologic grade were not documented in the pathology report, reason not given"
G8725,"Fasting lipid profile performed (triglycerides, ldl-c, hdl-c and total cholesterol)Terminated December 31, 2016."
G8726,"Clinician has documented reason for not performing fasting lipid profile (e.g., patient declined, other patient reasons)Terminated December 31, 2016."
G8728,"Fasting lipid profile not performed, reason not givenTerminated December 31, 2016."
G8730,"Pain assessment documented as positive using a standardized tool and a follow-up plan is documentedTerminated December 31, 2020."
G8731,"Pain assessment using a standardized tool is documented as negative, no follow-up plan requiredTerminated December 31, 2020."
G8732,"No documentation of pain assessment, reason not givenTerminated December 31, 2020."
G8733,Elder maltreatment screen documented as positive and a follow-up plan is documented
